cr_returned_date_sk|cr_returned_time_sk|cr_item_sk|cr_refunded_customer_sk|cr_refunded_cdemo_sk|cr_refunded_hdemo_sk|cr_refunded_addr_sk|cr_returning_customer_sk|cr_returning_cdemo_sk|cr_returning_hdemo_sk|cr_returning_addr_sk|cr_call_center_sk|cr_catalog_page_sk|cr_ship_mode_sk|cr_warehouse_sk|cr_reason_sk|cr_order_number|cr_return_quantity|cr_return_amount|cr_return_tax|cr_return_amt_inc_tax|cr_fee|cr_return_ship_cost|cr_refunded_cash|cr_reversed_charge|cr_store_credit|cr_net_loss
2450964|82057|1202|8338|20079|3053|4234|6097|115976|4463|2790|1|93|4|1|1|178|6|48.36|3.86|52.22|57.13|0.96|3.86|2.22|42.28|61.95
2450937|51115|1544|8338|20079|3053|4234|264|59024|858|3925|1|33|13|1|1|178|9|687.60|48.13|735.73|15.51|387.54|336.92|35.06|315.62|451.18
2451072|52602|1252|8338|20079|3053|4234|3395|140774|6138|2815|1|31|20|1|3|178|26|56.16|3.36|59.52|7.96|337.22|46.05|6.16|3.95|348.54
2450926|46703|7||112602|6535|4101||99648|||||7|1|2|180|63|||1211.35|||||104.61|837.24
2451008|68791|517|9542|172885|548|3051|9191|116544|1623|1862|1|18|19|1|3|181|31|767.56|23.02|790.58|9.98|700.60|567.99|145.68|53.89|733.60
2451074|28574|139|4349|85589|5596|3396|4349|85589|4503|3396|1|155|18|1|1|182|26|599.56|5.99|605.55|10.51|348.92|161.88|319.50|118.18|365.42
2451041|37877|31|4349|85589|5596|3396|4294|35832|4145|4491|1|168|3|1|2|182|27|475.47|0.00|475.47|7.04|608.85|104.60|348.61|22.26|615.89
2450953|64669|1378|2026|144670|3361|1805|6573|137878|6726|3614|1|42|18|1|3|183|3|70.02|4.20|74.22|70.47|63.54|6.30|57.34|6.38|138.21
2450998|61423|1034|9856|98428|3400|772|8434|67597|1575|3680|1|128|8|1|2|185|17|1232.67|36.98|1269.65|98.67|578.34|887.52|44.86|300.29|713.99
2451030|5419|1316|8713|105614|1748|3242|474|79480|3613|339|1|197|11|1|3|187|24|460.08|23.00|483.08|40.22|304.56|391.06|8.28|60.74|367.78
2451060|70554|661|1064|71500|2129|1485|1064|71500|3281|1485|1|99|14|1|3|188|85|8529.75|0.00|8529.75|2.78|6020.55|3582.49|1879.95|3067.31|6023.33
2451022|40381|1082||120299|||||||||||1|189|||395.48|5339.05||1258.37|3015.57|655.52|1272.48|1678.26
2451004|54995|1267|2920|784|3561|2058|7607|131784|534|3797|1|42|20|1|2|192|3|7.17|0.21|7.38|43.58|20.31|5.73|0.51|0.93|64.10
2450976|69675|470|2920|784|3561|2058|4723|186227|438|2129|1|204|9|1|1|192|4|429.84|17.19|447.03|54.13|156.68|382.55|21.75|25.54|228.00
2451006|82786|1534|2920|784|3561|2058|4427|131054|5612|2650|1|134|11|1|3|192|65|1431.30|0.00|1431.30|94.34|731.25|143.13|1043.41|244.76|825.59
2450971|47896|1333|4746|82447|5395|3296|6950|105410|3551|2532|1|8|8|1|3|193|3|33.57|1.67|35.24|19.42|38.22|9.06|7.84|16.67|59.31
2450979|50240|1429|3746|54292|5445|3271|5777|100956|1541|639|1|144|20|1|3|194|11|391.71|11.75|403.46|65.55|92.18|336.87|7.67|47.17|169.48
2450952|65650|1567|7928|122174|3027|2000|6225|109537|3103|3069|1|43|14|1|2|195|11|942.26|18.84|961.10|98.02|68.64|301.52|108.92|531.82|185.50
2450954|70454|697|7928|122174|3027|2000|537|15856|1679|3182|1|32|18|1|3|195|15|382.80|22.96|405.76|45.42|270.15|340.69|6.31|35.80|338.53
2451066|72753|1327|1503|153743|3550|3350|7171|40665|385|4632|1|61|19|1|1|197|6|253.56|17.74|271.30|81.03|135.42|197.77|49.09|6.70|234.19
2450940|40698|1664|1503|153743|3550|3350|1295|126801|6485|1529|1|52|8|1|1|197|20|298.20|14.91|313.11|28.90|33.40|53.67|105.14|139.39|77.21
2451101|74775|595|4975|14423|4351|4239|4975|14423|3557|4239|1|38|15|1|3|199|8|37.12|3.34|40.46|6.37|11.36|5.93|18.40|12.79|21.07
2451074|84918|1064|4975|14423|4351|4239|8197|121290|4982|4707|1|41|3|1|3|199|28|5.88|0.17|6.05|15.78|5.88|3.23|0.42|2.23|21.83
2451052|59821|1024|2713|39321|3496|4264|711|93172|20|1788|1|28|12|1|2|201|7|553.98|27.69|581.67|2.92|251.79|481.96|50.41|21.61|282.40
2450959|38611|847|2713|39321|3496|4264|9190|129130|3904|3598|1|51|20|1|1|201|53|2646.29|26.46|2672.75|65.48|627.52|1720.08|157.45|768.76|719.46
2450974|66307|1754|2713|39321|3496|4264|4746|71527|2523|4879|1|32|7|1|3|201|5|8.45|0.00|8.45|92.69|12.70|2.28|6.10|0.07|105.39
2451069|65765|886|8049|4546|2290|4587|8602|52226|2506|26|1|213|6|1|1|203|52|6451.64|580.64|7032.28|22.68|1915.16|6064.54|270.97|116.13|2518.48
2450971|16281|874|8049|4546|2290|4587|6543|112128|1753|2218|1|51|6|1|3|203|11|1395.46|83.72|1479.18|83.59|471.90|334.91|413.61|646.94|639.21
2450961|41410|769|9741|74800|3746|2772|8547|6905|1715|1038|1|16|1|1|2|204|52|9050.60|181.01|9231.61|99.90|952.64|2534.16|2345.91|4170.53|1233.55
2451087|84414|158|9741|74800|3746|2772|7106|180343|4960|457|1|82|15|1|3|204|15|121.50|7.29|128.79|45.98|255.75|18.22|49.57|53.71|309.02
2450908|74899|1612|1288|185318|1555|4712|1288|185318|4447|4712|1|100|5|1|3|206|21|2769.48|221.55|2991.03|18.70|1796.34|387.72|47.63|2334.13|2036.59
2450892|63671|1513|1288|185318|1555|4712|4003|74304|4337|1563|1|55|15|1|2|206|32|0.00|0.00|0.00|87.12|1851.52|0.00|0.00|0.00|1938.64
2450950|84669|1130|4871|57476|2801|1613|5323|7258|3584|4557|1|55|9|1|1|207|37|669.33|26.77|696.10|60.42|364.08|147.25|151.40|370.68|451.27
2450991|58808|1144|4871|57476|2801|1613|2491|188923|4358|280|1|104|19|1|1|207|61|8973.71|628.15|9601.86|19.58|3792.98|7537.91|1306.57|129.23|4440.71
2451027|7207|1147|4871|57476|2801|1613|5582|150360|7080|527|1|16|14|1|2|207|5|159.90|14.39|174.29|75.17|38.35|124.72|23.21|11.97|127.91
2450932|33551|223|7674|137013|6912|4731|6013|158494|241|4755|1|68|3|1|1|209|47|1582.96|79.14|1662.10|10.45|407.02|997.26|333.84|251.86|496.61
2450931|49372|440|7674|137013|6912|4731|937|79432|433|3921|1|27|18|1|3|209|56|3297.28|230.80|3528.08|8.35|2102.24|3099.44|185.96|11.88|2341.39
2450920|64185|1165|3169|88901|3400|3939|2015|40558|309|4587|1|5|7|1|2|211|25|216.25|4.32|220.57|99.31|56.25|21.62|128.45|66.18|159.88
2451041|74898|1573|3169|88901|3400|3939|3587|27218|1073|2241|1|99|12|1|1|211|32|746.88|67.21|814.09|42.18|1848.00|112.03|380.91|253.94|1957.39
2451052|37682|1249|3169|88901|3400|3939|4940|69580|4060|4933|1|53|19|1|3|211|13|1176.89|0.00|1176.89|83.49|14.30|682.59|375.66|118.64|97.79
2450979|73503|38|2128|120620|4392|4324|2695|138526|2383|280|1|130|18|1|2|212|26|3905.72|0.00|3905.72|6.22|211.12|2030.97|1237.33|637.42|217.34
2450878|79374|1796|2568|172592||3513||25046|3272|2651|1|50|2|1|3|215||222.53|13.35|235.88|11.84||46.73|||
2451067|3058|68||||1746|1118||5464|1009|1|33||1|2|217|23|0.00|0.00|0.00|44.95|1564.46||0.00||1609.41
2451008|67991|998|1633|28147|3861|4375|1633|28147|6665|4375|1|35|13|1|1|219|53|4041.25|80.82|4122.07|21.79|897.82|3960.42|1.61|79.22|1000.43
2451001|19916|691|1633|28147|3861|4375|7698|105415|1347|3312|1|57|14|1|2|219|2|17.04|0.34|17.38|59.64|19.62|10.73|2.77|3.54|79.60
2450998|74275|1000|7261|65586|5351|3596|5193|191712|623|294|1|182|20|1|3|220|35|908.25|72.66|980.91|22.09|34.65|871.92|1.45|34.88|129.40
2450926|37296|332|7261|65586|5351|3596|787|119223|49|4668|1|25|5|1|2|220|52|623.48|56.11|679.59|42.75|1246.96|224.45|243.40|155.63|1345.82
2451078|66811|868|2388|63032|6956|3440|6918|54271|319|3447|1|92|11|1|3|221|62|4851.50|97.03|4948.53|98.69|0.00|2765.35|876.18|1209.97|195.72
2451006|64639|556|1509|119226|3343|4260|5061|102416|2195|3287|1|191|17|1|2|223|17|235.45|9.41|244.86|2.01|278.97|209.55|11.39|14.51|290.39
2450979|15515|1268|1509|119226|3343|4260|1292|66033|1645|2377|1|173|13|1|1|223|33|661.98|59.57|721.55|46.29|1143.78|562.68|15.88|83.42|1249.64
2450952|61981|724|3231|161584|3057|4523|2098|50268|2905|3149|1|39|1|1|1|225|12|147.12|0.00|147.12|85.15|91.92|139.76|1.03|6.33|177.07
2450961|52929|1297|9302|44735|2728|4194|5149|140635|4904|653|1|3|20|1|2|226|16|75.52|3.02|78.54|89.75|23.52|15.10|13.29|47.13|116.29
2451018|78541|1606|7746|170430|2074|838|9792|117488|3625|1089|1|8|14|1|2|230|73|2501.71|75.05|2576.76|32.38|5965.56|1976.35|283.69|241.67|6072.99
2450949|46497|1322|7746|170430|2074|838|4386|89215|535|4015|1|157|2|1|2|230|7|256.41|10.25|266.66|15.29|358.96|125.64|1.30|129.47|384.50
2450960|26888|1249|7746|170430|2074|838|7624|175027|7070|1553|1|12|15|1|1|230|14|356.58|21.39|377.97|4.39|1902.18|278.13|44.71|33.74|1927.96
2450968|27288|580|7746|170430|2074|838|2988|100133|4349|4172|1|76|14|1|1|230|10|126.00|1.26|127.26|70.53|230.10|42.84|18.29|64.87|301.89
2451008|44790|1252|8012|175225|598|1291|5074|31452|446|4760|1|48|15|1|1|231|60|113.40|7.93|121.33|76.79|568.80|74.84|21.20|17.36|653.52
2450956|48569|100|8012|175225|598|1291|8012|175225|3132|1291|1|60|12|1|1|231|18|1064.52|53.22|1117.74|33.88|59.04|149.03|485.20|430.29|146.14
2451009|66829|428|4532|140600|155|1543|7315|177374|7138|4575|1|19|7|1|2|232|38|2080.50|124.83|2205.33|67.03|3587.20|1352.32|713.61|14.57|3779.06
2450952|74829|22|5888|83558|4235|3585|4991|97582|2462|3662|1|10|2|1|2|233|8|438.48|4.38|442.86|85.00|40.72|403.40|16.48|18.60|130.10
2451047|22921|1291|981|173418|782|1906|6580|143661|6018|1335|1|71|6|1|3|234|10|79.20|1.58|80.78|28.82|30.40|20.59|40.44|18.17|60.80
2451038|14678|859|981|173418|782|1906|3401|177197|6500|2730|1|5|6|1|2|234|13|26.26|2.10|28.36|16.69|202.15|1.05|17.14|8.07|220.94
2450949|56006|1027|981|173418|782|1906|1043|11667|2420|1286|1|99|5|1|1|234|3|333.45|6.66|340.11|60.83|115.59|310.10|20.31|3.04|183.08
2451001|61407|409|9065|152980|2335|1170|3420|59493|3726|2839|1|67|11|1|1|235|20|646.60|6.46|653.06|42.79|299.00|122.85|356.15|167.60|348.25
2450997|80200|1688|9065|152980|2335|1170|3373|159083|402|4728|1|10|19|1|1|235|83|1101.41|33.04|1134.45|25.27|1127.14|198.25|90.31|812.85|1185.45
2451003|32734|1760|364|22066|41|2503|6603|72984|3647|3590|1|59|19|1|2|237|64|2723.20|136.16|2859.36|92.88|1608.96|953.12|690.33|1079.75|1838.00
2451025|43979|1525|4942|161002|4869|1656|5992|95113|6555|3477|1|165|3|1|3|240|1|38.06|2.28|40.34|71.34|30.61|21.31|16.41|0.34|104.23
2451125|57703|1724|4942|161002|4869|1656|4942|161002|292|1656|1|155|15|1|2|240|25|1275.50|63.77|1339.27|36.73|177.75|701.52|401.78|172.20|278.25
2451004|5901|1684|4942|161002|4869|1656|4942|161002|1826|1656|1|163|18|1|3|240|39|1370.07|13.70|1383.77|48.26|520.26|452.12|486.51|431.44|582.22
2450998|3987|1219|9375|126238|6701|4564|8894|30684|6832|2667|1|16|18|1|3|241|3|12.69|0.63|13.32|31.91|35.76|4.44|3.38|4.87|68.30
2450891|73196|1016|9375|126238|6701|4564|3563|173757|3474|2424|1|36|8|1|3|241|13|133.51|5.34|138.85|32.11|71.63|30.70|44.20|58.61|109.08
2451069|6974|547|5877|156995|2706|1344|7162|134861|5905|2982|1|66|7|1|1|242|9|603.36|36.20|639.56|10.14|204.48|259.44|192.59|151.33|250.82
2451028|43677|700|3373|100749|2205|2821|9995|65326|954|2589|1|107|14|1|3|244|26|1741.22|156.70|1897.92|73.85|3343.08|1323.32|158.80|259.10|3573.63
2451087|62239|1526|606|175873|627|1214|5806|2111|956|3874|1|156|2|1|2|246|57|5450.91|218.03|5668.94|99.72|2443.59|2398.40|885.22|2167.29|2761.34
2451113|35419|1316|6684|42928|6852|2736|721|35972|4667|129|1|11|8|1|3|247|27|262.17|20.97|283.14|49.49|262.17|125.84|103.61|32.72|332.63
2451105|67701|1442|6684|42928|6852|2736|3748|28410|6632|541|1|190|1|1|3|247|48|3622.08|108.66|3730.74|68.64|2256.96|1702.37|1036.64|883.07|2434.26
2451022|44014|238|6019|41321|1790|1499|6895|114966|3615|1511|1|25|12|1|1|253|82|1990.14|159.21|2149.35|25.06|1437.46|1154.28|267.47|568.39|1621.73
2451002|16008|811|6687|114862|3564|2826|5809|68764|4311|3451|1|65|5|1|3|254|9|372.87|14.91|387.78|83.74|697.14|137.96|9.39|225.52|795.79
2451113|43853|205|1230|177318|7006|3294|1303|116056|3479|4342|1|78|11|1|2|255|19|217.74|8.70|226.44|75.13|902.50|124.11|26.21|67.42|986.33
2450967|46427|1408|1230|177318|7006|3294|1230|177318|3414|3294|1|83|12|1|3|255|4|276.44|13.82|290.26|58.11|110.56|41.46|84.59|150.39|182.49
2451046|24047|367|1876|61608|4780|1032|1858|76964|450|296|1|70|1|1|2|256|9|507.06|35.49|542.55|67.43|38.25|344.80|32.45|129.81|141.17
2451007|62143|650|1876|61608|4780|1032|132|113398|2534|2950|1|106|11|1|3|256|74|1098.16|87.85|1186.01|30.90|712.62|593.00|469.79|35.37|831.37
2450950|71185|655||||1930|9746|83341|5156|4458||54|17|1|3|259|1|98.71||103.64|||||5.04|
2451057|6747|296|5760|51419|2438|1930|5760|51419|5894|1930|1|66|16|1|2|259|10|499.40|19.97|519.37|24.80|431.30|134.83|113.01|251.56|476.07
2451049|47177|1639|5760|51419|2438|1930|3501|34753|517|1048|1|143|20|1|2|259|1|55.97|3.35|59.32|35.29|38.48|47.57|4.28|4.12|77.12
2451044|41869|1738||60279|1389|||||||79|20||1|260|34||8.53|179.21|97.64|1594.60||31.01||
2450981|1226|475|7602|60279|1389|2306|8220|100451|2113|1015|1|10|14|1|3|260|21|1056.30|63.37|1119.67|49.80|518.49|549.27|446.18|60.85|631.66
2450963|52369|1370||27236|170|2464|3979|132653|6016|3972||||1|1|261|7|131.74|||||9.22||61.26|
2451099|28847|79|8197|137477|4677|2717|7501|51998|1381|1797|1|36|19|1|2|262|22|1784.64|89.23|1873.87|6.95|584.54|1766.79|2.49|15.36|680.72
2451027|69802|272|7220|110377|94|3978|8751|89426|6297|3615|1|13|15|1|3|265|17|43.52|3.04|46.56|9.83|18.87|42.64|0.73|0.15|31.74
2451039|38620|1118|4300|161275|1097|4519|7287|134123|512|2421|1|191|8|1|2|269|76|4600.28|92.00|4692.28|29.08|820.80|4370.26|128.81|101.21|941.88
2451056|60853|691|6307|125115|5890|1058|8493|48949|4131|2746|1|63|5|1|3|270|27|991.98|69.43|1061.41|8.42|361.80|99.19|651.73|241.06|439.65
2451101|65293|1123|6307|125115|5890|1058|9952|81852|4100|3388|1|148|12|1|2|270|5|71.20|4.98|76.18|42.87|166.10|20.64|2.02|48.54|213.95
2451034|62587|1531|6421|121721|574|3874|232|188967|3339|3791|1|210|7|1|1|274|55|7768.75|77.68|7846.43|38.77|264.55|1320.68|6319.10|128.97|381.00
2450883|80402|907|7025|106137|2129|1234|763|92240|3779|4718|1|48|8|1|3|275|11|1341.23|107.29|1448.52|5.49|167.64|818.15|512.61|10.47|280.42
2451106|40934|727|1392|162535|6685|1708|5492|190896|2058|3860|1|85|6|1|3|276|31|794.84|63.58|858.42|46.32|60.45|389.47|368.88|36.49|170.35
2450905|75491|277|1392|162535|6685|1708|2740|31346|1198|337|1|39|14|1|3|276|25|799.25|47.95|847.20|53.76|1388.00|383.64|128.83|286.78|1489.71
2450950|62307|412|1392||6685||7699|||||102||||276|53|7767.68|621.41|8389.09|1.93|3009.87||1724.42|2936.19|3633.21
2450988|80196|1766|5571|23692|1173|2174|2154|78898|2632|526|1|118|15|1|2|277|74|780.70|39.03|819.73|15.46|1529.58|31.22|741.98|7.50|1584.07
2450965|64787|626|7866|75327|261|1682|6265|10790|4630|3070|1|194|17|1|2|278|20|92.00|2.76|94.76|33.18|51.40|54.28|29.04|8.68|87.34
2450936|67380|709|2216|68032|2375|2278|1763|150606|712|3898|1|82|16|1|3|279|27|3443.04|0.00|3443.04|37.78|1904.58|3270.88|99.85|72.31|1942.36
2451071|43601|841|1015|104037|2339|2554|1949|143306|2250|4081|1|62|7|1|2|280|50|427.00|38.43|465.43|4.04|163.00|17.08|381.22|28.70|205.47
2451111|27591|1777|8011|158172|3613|1014|8011|158172|7052|1014|1|105|14|1|2|281|35|897.40|8.97|906.37|31.54|372.75|305.11|503.44|88.85|413.26
2451002|32957|463|8011|158172|3613|1014|8011|158172|5469|1014|1|132|5|1|3|281|62|355.26|14.21|369.47|11.50|347.20|63.94|20.39|270.93|372.91
2451011|31195|1648|8011|158172|3613|1014|8011|158172|228|1014|1|160|14|1|3|281|6|499.02|29.94|528.96|6.55|336.30|104.79|197.11|197.12|372.79
2451026|19877|1730|826|86049|4999|462|3362|58965|6254|4303|1|64|17|1|1|282|3|646.11|58.14|704.25|25.48|105.33|38.76|182.20|425.15|188.95
2450998|21551|1474|8595|47294|5400|179|8595|47294|2629|179|1|83|10|1|3|284|69|796.26|71.66|867.92|74.02|311.88|485.71|96.27|214.28|457.56
2450943|72081|788|8433|163773|3833|3933|3527|178219|867|4035|1|2|6|1|2|285|66|3921.72|313.73|4235.45|89.79|2202.42|3568.76|49.41|303.55|2605.94
2451112|63227|1309|8433|163773|3833|3933|3101|75282|4489|1976|1|173|4|1|2|285|20|2606.00|156.36|2762.36|64.51|368.40|52.12|689.54|1864.34|589.27
2450931|15242|368|8433|163773|3833|3933|8188|103024|1364|4104|1|13|17|1|1|285|6|10.56|0.21|10.77|96.09|38.82|4.75|0.63|5.18|135.12
2451049|36585|1084|8433|163773|3833|3933|327|143503|2485|1980|1|25|5|1|1|285|38|5530.52|221.22|5751.74|36.86|2246.56|3207.70|185.82|2137.00|2504.64
2450961|79502|46|1998|169022|5053|604|1583|83056|356|3256|1|9|9|1|1|286|11|377.08|22.62|399.70|9.82|214.61|286.58|44.34|46.16|247.05
2451050|30647|1160|2092|132580|348|1676|3230|118459|6611|2963|1|107|12|1|1|287|14|10.50|0.73|11.23|13.00|49.56|4.83|4.42|1.25|63.29
2450941|71242|146|497|130995|4693|4744|4347|12873|4416|3839|1|84|8|1|3|288|8|590.56|17.71|608.27|95.59|187.44|106.30|43.58|440.68|300.74
2450958|48615|997|6806|72410|2301|1072|5668|34568|689|3090|1|38|13|1|1|289|25|905.50|54.33|959.83|86.41|87.25|769.67|124.96|10.87|227.99
2450982|40926|583|6806|72410|2301|1072|6806|72410|5500|1072|1|77|10|1|1|289|7|376.67|7.53|384.20|20.59|134.47|173.26|32.54|170.87|162.59
2451094|68435|502|2785|188064|270|4589|6126|11212|388|4291|1|18|20|1|3|291|1|2.82|0.08|2.90|21.59|2.82|1.07|1.27|0.48|24.49
2450918|2226|1210|1360|168182|5564|866|1360|168182|5565|866|1|172|19|1|1|295|35|1137.15|0.00|1137.15|95.83|50.05|102.34|248.35|786.46|145.88
2451108|22065|1219|8261|167015|4889|3603|993|133121|2882|3283|1|20|6|1|2|296|44|5378.56|484.07|5862.63|83.07|1977.36|3980.13|1272.57|125.86|2544.50
2451074|63595|1256|3320|94051|6942|2153|5891|70839|4942|2005|1|23|1|1|2|297|66|1471.14|0.00|1471.14|97.67|2721.84|823.83|589.05|58.26|2819.51
2451071|73727|1046|1187|11681|1088|262|1187|11681|1373|262|1|177|7|1|2|299|64|8488.96|339.55|8828.51|40.47|3713.92|339.55|6519.52|1629.89|4093.94
2451094|31864|26|1187|11681|1088|262|4618|102756|6655|2881|1|5|5|1|3|299|6|735.24|51.46|786.70|93.23|551.40|499.96|30.58|204.70|696.09
2450985|43920|122|1187|11681|1088|262|5781|121873|7133|1433|1|56|13|1|2|299|8|524.64|31.47|556.11|27.44|524.64|209.85|157.39|157.40|583.55
2450932|67702|1180|1187|11681|1088|262|6699|41263|4254|2358|1|88|4|1|1|299|25|350.75|0.00|350.75|52.97|157.75|347.24|3.43|0.08|210.72
2450946|45240|547|1396|45731|6739|34|3103|32|1160|3888|1|55|19|1|3|301|42|916.86|36.67|953.53|15.92|645.96|110.02|112.95|693.89|698.55
2450953|57856|1756|7190|48303|1543|2296|6065|148488|5466|3764|1|127|4|1|1|302|17|311.61|24.92|336.53|91.94|161.67|243.05|51.42|17.14|278.53
2450968|76097|1784|6159|186330|2628|2039|8138|104391|155|2326|1|17|12|1|1|304|20|496.00|9.92|505.92|68.51|42.40|491.04|3.76|1.20|120.83
2451071|50058|1472|3252|172103|7147|1918|6622|87798|5656|4354|1|26|15|1|2|306|1|84.00|0.00|84.00|19.04|5.25|21.00|15.75|47.25|24.29
2450982|78641|223|2956|166165|5087|3329|743|51252|3778|1497|1|12|8|1|3|308|7|528.08|21.12|549.20|52.53|130.34|411.90|38.33|77.85|203.99
2450987|13803|802|6304|140890|3876|2062|1103|142154|3388|1102|1|71|17|1|2|311|17|497.42|34.81|532.23|46.54|1463.02|258.65|167.13|71.64|1544.37
2451037|76123|1777|2901|127780|5539|3858|2767|10394|4712|4230|1|7|4|1|2|312|29|177.19|0.00|177.19|69.42|47.56|90.36|83.35|3.48|116.98
2451002|37884|490|2901|127780|5539|3858|4689|133301|1911|761|1|219|18|1|1|312|12|198.48|3.96|202.44|63.50|131.04|21.83|98.92|77.73|198.50
2451043|71718|322|2901|127780|5539|3858|5550|64437|6379|3728|1|2|14|1|2|312|10|1783.30|71.33|1854.63|84.18|556.10|124.83|1310.19|348.28|711.61
2451108|73516|1534|2901|127780|5539|3858|6346|125760|4274|3988|1|36|3|1|1|312|31|567.30|34.03|601.33|25.25|239.32|215.57|24.62|327.11|298.60
2451002|71183|1288|3021|90554|5047|4660|2328|164430|6361|4172|1|83|18|1|3|313|14|0.00|0.00|0.00|66.56|784.84|0.00|0.00|0.00|851.40
2450996|79703|1531|7811|||||28624|||||6|||315|25|2855.75|142.78||44.21|1217.75|2170.37||486.62|
2450988|34579|296|7811|116040|6589|978|7149|104309|5843|1970|1|80|18|1|1|315|5|261.60|5.23|266.83|40.25|406.95|232.82|9.78|19.00|452.43
2451005|63077|1099|299|2138|2904|2383|2395|143676|1502|1808|1|17|6|1|2|316|1|7.64|0.30|7.94|88.97|5.27|0.68|4.24|2.72|94.54
2451052|74942|1018|299|2138|2904|2383|4518|97534|2222|3717|1|267|8|1|2|316|4|227.48|6.82|234.30|30.93|9.28|4.54|46.81|176.13|47.03
2451040|45297|254|7088|99115|7062|1602|9417|177434|1507|4707|1|94|13|1|1|319|13|1563.90|15.63|1579.53|60.23|35.49|1266.75|196.11|101.04|111.35
2451114|76300|349|8260|148813|3639|552|1522|4136|3116|1576|1|17|16|1|2|322|34|1020.34|61.22|1081.56|4.26|297.50|704.03|85.40|230.91|362.98
2450999|80003|124|1010|180128|6253|3051|5882|191957|6848|706|1|323|13|1|3|323|20|302.80|15.14|317.94|84.98|37.00|99.92|117.67|85.21|137.12
2450977|50004|25|1010|180128|6253|3051|8967|57538|3219|707|1|85|4|1|1|323|6|7.08|0.28|7.36|12.61|4.56|3.25|0.65|3.18|17.45
2451104|44724|1226|9170|44938|4993|1328|7811|113543|1354|4525|1|82|11|1|3|324|54|5988.60|0.00|5988.60|51.49|4456.62|1377.37|4519.00|92.23|4508.11
2451068|63306|1214|9170|44938|4993|1328|743|60330|226|4002|1|239|17|1|2|324|5|8.70|0.26|8.96|40.64|87.40|4.43|3.41|0.86|128.30
2450983|47998|194|5118|123733|4635|1017|4027|139313|4555|397|1|4|10|1|3|325|6|283.26|22.66|305.92|38.75|132.96|11.33|203.94|67.99|194.37
2451002|10436|1492|3104|33547|7190|2433|2371|178127|666|805|1|312|9|1|1|327|8|158.56|6.34|164.90|0.94|88.96|120.50|25.11|12.95|96.24
2451052|54732|97|42|76108|5534|1080|8606|85170|4603|2036|1|314|2|1|2|328|1|47.51|0.00|47.51|15.68|1.50|34.68|0.25|12.58|17.18
2450914|36782|1276|7740|92367|2227|647|6765|70480|26|2412|1|22|10|1|2|330|56|4980.64|0.00|4980.64|95.11|2988.16|3237.41|644.99|1098.24|3083.27
2451083|14846|781|7740|92367|2227|647|9584|52751|5070|3589|1|51|6|1|3|330|1|18.96|0.56|19.52|8.31|0.30|18.96|0.00|0.00|9.17
2451076|20492|1009|2133|179214|1848|129|2936|40558|1851|4864|1|257|16|1|1|331|9|537.93|10.75|548.68|50.53|294.30|32.27|242.71|262.95|355.58
2451068|65172|1507|1110|121662|6327|112|7014|61835|1877|3479|1|53|5|1|2|333|6|135.12|4.05|139.17|11.11|152.04|77.01|24.40|33.71|167.20
2451002|48320|22|27|166867|1627|3027|27|166867|817|3027|1|80|13|1|1|334|17|1727.54|103.65|1831.19|17.98|1295.57|1071.07|361.05|295.42|1417.20
2451092|65813|1129|27|166867|1627|3027|9003|13072|5518|2997|1|68|8|1|1|334|68|1861.16|37.22|1898.38|68.75|116.28|167.50|1439.61|254.05|222.25
2451074|79369|1466|27||1627|||76150||1243|1||19||1|334|||18.37||||||200.77|705.81
2451062|57278|16|27|166867|1627|3027|8999|66753|4457|2321|1|44|6|1|3|334|6|604.50|30.22|634.72|14.24|372.00|163.21|273.59|167.70|416.46
2450984|52544|1585|27|166867|1627|3027|9942|186129|1469|2456|1|16|10|1|1|334|37|129.87|9.09|138.96|25.25|260.11|58.44|41.42|30.01|294.45
2451092|21622|1030|3008|81388|5735|2475|5596|158597|1226|4942|1|106|16|1|1|336|7|485.10|24.25|509.35|23.78|299.32|227.99|210.83|46.28|347.35
2450965|55625|421|7030|141373|2516|859|1653|65680|3624|768|1|37|7|1|2|339|8|193.12|0.00|193.12|87.61|10.16|131.32|12.36|49.44|97.77
2450994|27267|1609|7910|65762|5581|3993|8033|132804|4637|1903|1|77|15|1|3|341|4|325.72|0.00|325.72|84.70|171.80|241.03|3.38|81.31|256.50
2451060|68950|904|9519|152382|398|1861|1223|56621|6539|2984|1|18|5|1|2|342|29|2247.79|0.00|2247.79|37.13|27.55|1213.80|516.99|517.00|64.68
2451078|61344|730|9519|152382|398|1861|2074|62066|4441|2129|1|272|7|1|1|342|17|919.53|55.17|974.70|3.72|298.86|763.20|12.50|143.83|357.75
2451112|27741|262|9519|152382|398|1861|246|61559|6814|1996|1|85|15|1|3|342|31|15.19|1.21|16.40|45.88|246.14|4.40|2.80|7.99|293.23
2450976|76470|865|4658|165255|3772|82|7311|10272|3231|4357|1|71|1|1|3|346|6|86.88|6.95|93.83|45.86|15.66|82.53|0.69|3.66|68.47
2451029|67665|1102|4658|165255|3772|82|2018|65507|5550|4593|1|274|15|1|2|346|12|29.76|2.08|31.84|14.40|10.20|3.27|7.94|18.55|26.68
2451032|61123|1552|4658|165255|3772|82|5841|115258|684|2430|1|69|8|1|3|346|8|540.16|48.61|588.77|4.58|151.92|118.83|366.55|54.78|205.11
