sr_returned_date_sk|sr_return_time_sk|sr_item_sk|sr_customer_sk|sr_cdemo_sk|sr_hdemo_sk|sr_addr_sk|sr_store_sk|sr_reason_sk|sr_ticket_number|sr_return_quantity|sr_return_amt|sr_return_tax|sr_return_amt_inc_tax|sr_fee|sr_return_ship_cost|sr_refunded_cash|sr_reversed_charge|sr_store_credit|sr_net_loss
2452592|49857|265|6806|189475|7104|453|1|3|179|4|447.68|8.95|456.63|84.94|97.08|393.95|29.01|24.72|190.97
2452535|35516|909|5464|72157|1094|2358|1|1|181|9|496.62|29.79|526.41|38.84|216.81|387.36|108.16|1.10|285.44
2452455|30362|1267|5464|108108|7188|868|1|3|181|60|978.00|78.24|1056.24|9.31|1278.60|684.60|196.57|96.83|1366.15
2452208|55480|1253|5420|93281|3324|3960|1|2|183|46|51.98|1.03|53.01|78.51|60.72|46.78|2.54|2.66|140.26
2451519|36537|896|6284|50136|2272|4695|1|1|184|5|88.80|7.10|95.90|26.36|8.35|70.15|4.10|14.55|41.81
2452715|48485|1183|6861|43377|6931|2245|1|3|186|1|42.10|3.78|45.88|65.05|26.31|4.21|37.89|0.00|95.14
2451950|45630|953|8272|127630|3715|2160|1|2|187|22|3005.20|60.10|3065.30|23.00|0.00|2884.99|69.72|50.49|83.10
2451538|37767|1538|855|64016|3140|3224|1|1|188|46|349.14|6.98|356.12|35.44|88.78|331.68|5.23|12.23|131.20
2451262|29021|910|5594|116062|4062|3462|1|3|189|75|9184.50|459.22|9643.72|37.58|2213.25|4408.56|1337.26|3438.68|2710.05
2451126|55604|1711|498|14695|6332|3249|1|2|189|84|2188.20|175.05|2363.25|90.66|4705.68|1838.08|262.59|87.53|4971.39
2451098|37640|1279|3448|87391|5061|4444|1|1|189|72|3409.20|306.82|3716.02|82.87|609.84|340.92|460.24|2608.04|999.53
2451226|57480|926|5594|171580|2733|4446|1|3|189|13|855.14|34.20|889.34|35.62|493.87|769.62|55.58|29.94|563.69
2451208|44932|1748|8216|132049|3595|3108|1|3|189|4|94.56|0.00|94.56|15.41|148.60|32.15|58.66|3.75|164.01
2451201|50433|814|5594|78065|1111|990|1|3|189|84|134.40|4.03|138.43|90.05|35.28|47.04|55.91|31.45|129.36
2452499|35433|253|9160|65726|1429|772|1|1|190|6|4.26|0.12|4.38|24.77|35.10|1.57|0.13|2.56|59.99
2452580|33536|109|6048|156610|4692|1414|1|3|191|62|4178.80|376.09|4554.89|87.59|2785.66|2716.22|775.16|687.42|3249.34
2452514|29069|739|1037|4149|4353|4764|1|1|191|15|533.70|0.00|533.70|10.48|93.75|245.50|207.50|80.70|104.23
2452002|37424|1199|2228|117768|1061|354|1|2|192|16|882.56|70.60|953.16|0.66|836.16|35.30|745.58|101.68|907.42
2452118|44406|49|5759|38627|2535|2770|1|1|192|88|909.92|63.69|973.61|27.75|514.80|300.27|103.64|506.01|606.24
2452048|48549|1629|949|142779|896|3646|1|3|192|21|986.58|78.92|1065.50|20.37|448.35|434.09|314.91|237.58|547.64
2451995|47891|266|2739|161401|2318|442|1|1|193|11|516.01|5.16|521.17|17.30|329.34|309.60|14.44|191.97|351.80
2451986|42301|728|2132|28447|3802|4237|1|1|193|23|587.19|46.97|634.16|36.38|428.49|340.57|133.17|113.45|511.84
2451877|60824|110|2739|81892|7057|3775|1|2|193|28|2011.24|80.44|2091.68|6.41|529.20|1065.95|132.34|812.95|616.05
2451221|58137|1582|411|63183|5205|420|1|2|194|29|2445.28|146.71|2591.99|33.94|1264.69|1516.07|418.14|511.07|1445.34
2451332|32124|1798|411|160215|1557|2866|1|2|194|1|2.14|0.17|2.31|37.36|14.07|1.17|0.83|0.14|51.60
2451957|36910|1145|3009|95917|1206|4702|1|2|196|13|321.62|3.21|324.83|96.75|444.21|48.24|136.69|136.69|544.17
2452080|46102|949|3009|96810|5477|1617|1|1|196|18|1296.90|25.93|1322.83|83.20|35.46|1167.21|75.22|54.47|144.59
2451460|30884|266|2222|87165|5148|2411|1|3|197|4|87.64|0.00|87.64|19.02|41.52|18.40|26.31|42.93|60.54
2451828|51428|1435|3203|140761|3159|2950|1|1|200|1|5.19|0.36|5.55|98.09|2.49|2.12|0.24|2.83|100.94
2451407|41910|62|9060|112779|3225|871|1|1|201|19|779.76|31.19|810.95|7.70|216.60|460.05|115.09|204.62|255.49
2451356|58744|1154|9060|151481|4457|4073|1|1|201|61|6365.35|509.22|6874.57|36.10|1406.05|254.61|5194.12|916.62|1951.37
2452067|31749|1173|3204|175457|4952|454|1|1|202|45|3051.90|30.51|3082.41|70.35|1658.70|366.22|1154.84|1530.84|1759.56
2451678|44835|682|8837|80391|58|3092|1|3|203|25|1011.00|40.44|1051.44|45.76|659.25|283.08|647.84|80.08|745.45
2452360|34863|1545|8345|54349|513|4397|1|1|205|34|1761.88|158.56|1920.44|24.94|268.60|599.03|895.39|267.46|452.10
2451696|33847|842|7984|141436|6113|2310|1|2|207|14|0.00|0.00|0.00|8.88|39.76|0.00|0.00|0.00|48.64
2451565|43479|1780|7984|43843|6305|1960|1|1|207|6|126.24|11.36|137.60|83.66|16.68|53.02|31.48|41.74|111.70
2451714|43446|1594|7984|155085|2161|2964|1|3|207|10|462.70|32.38|495.08|78.13|177.90|314.63|25.17|122.90|288.41
2451693|31317|1106|7984|39526|5549|4812|1|1|207|5|213.70|14.95|228.65|91.29|195.40|32.05|58.12|123.53|301.64
2451467|50385|530|8476|69975|7166|4284|1|1|208|3|15.21|0.15|15.36|91.11|7.77|1.06|1.13|13.02|99.03
2451912|53945|1679|3683|958|67|4176|1|3|209|20|1569.00|78.45|1647.45|88.09|342.20|1443.48|111.71|13.81|508.74
2451992|36344|224|3683|23418|1353|4215|1|2|209|1|8.95|0.80|9.75|62.80|7.32|1.79|7.01|0.15|70.92
2451948|32494|739|3683|122269|4997|2885|1|1|209|40|1014.80|60.88|1075.68|40.97|1208.00|913.32|86.25|15.23|1309.85
2451670|55047|287|4822|184274|3286|3138|1|1|210|3|348.42|13.93|362.35|42.60|178.17|292.67|11.70|44.05|234.70
2451152|54856|626|4219|148287|4386|3478|1|2|211|67|1666.29|66.65|1732.94|32.49|3132.25|1266.38|251.94|147.97|3231.39
2451558|54048|472|7193|48269|6071|3873|1|2|212|24|238.32|0.00|238.32|37.26|366.72|61.96|155.19|21.17|403.98
2452256|48414|593|6034|155872|5451|4990|1|2|213|22|1819.18|18.19|1837.37|47.20|931.70|1328.00|206.29|284.89|997.09
2451965|32121|205|3237|23584|5301|4171|1|2|214|2|50.56|1.01|51.57|99.27|82.38|38.93|0.69|10.94|182.66
2452073|46884|308|484|75498|5872|1813|1|2|215|42|1031.52|61.89|1093.41|72.56|1326.36|608.59|418.70|4.23|1460.81
2451912|49912|431|2653|18653|333|2173|1|3|215|20|1382.60|124.43|1507.03|16.92|957.20|1341.12|4.14|37.34|1098.55
2452495|49122|595|2082|142660|6526|2112|1|3|216|14|4.90|0.24|5.14|46.36|11.06|3.13|0.21|1.56|57.66
2451591|29452|284|2349|34789|6980|764|1|1|217|3|63.69|4.45|68.14|92.57|31.83|12.10|18.05|33.54|128.85
2451592|39567|1082|2349|28066|2423|3707|1|1|217|57|1248.87|62.44|1311.31|88.15|957.60|974.11|38.46|236.30|1108.19
2451072|34494|964|5023|113585|3404|4103|1|2|219|28|383.88|19.19|403.07|79.58|479.92|307.10|33.78|43.00|578.69
2451173|37663|488|4682|161627|2285|2310|1|1|219|23|1216.93|109.52|1326.45|60.35|414.69|937.03|81.17|198.73|584.56
2451517|32061|466|7909|127332|2061|1157|1|1|220|31|817.47|57.22|874.69|10.55|113.77|498.65|15.94|302.88|181.54
2451538||1675|7909|149085|||||220|46||0.00|4486.84||316.48|||68.66|374.02
2451408|42798|1783|7909|158649|1377|792|1|1|220|70|2340.10|46.80|2386.90|95.07|1631.00|631.82|666.22|1042.06|1772.87
2451622|56398|1246|3626|84193|1447|3134|1|1|221|70|712.60|7.12|719.72|98.65|243.60|292.16|25.22|395.22|349.37
2452544|47279|1723|7107|165207|2587|2727|1|1|223|31|66.03|1.98|68.01|15.45|38.75|13.20|12.67|40.16|56.18
2452318|58055|37|791|187678|2533|1828|1|1|224|12|1574.52|15.74|1590.26|57.84|351.72|755.76|114.62|704.14|425.30
2452262|45433|1213|791|187471|1924|4424|1|1|224|10|10.50|0.94|11.44|58.46|5.70|0.94|8.60|0.96|65.10
2451991|41708|1603|8326|161129|3681|2233|1|2|226|30|1555.80|93.34|1649.14|34.04|1770.60|1057.94|333.56|164.30|1897.98
2451897|42502|233|8326|91210|2993|4216|1|3|226|4|12.16|0.00|12.16|24.49|21.92|10.82|1.04|0.30|46.41
2452034|40687|871|6484|16205|2486|3087|1|2|226|24|104.40|4.17|108.57|69.81|24.96|31.32|68.69|4.39|98.94
2451666|36317|649|2289|4516|2730|551|1|2|228|71|0.00|0.00|0.00|81.51|1520.11|0.00|0.00|0.00|1601.62
2451573|28843|1058|7228|186051|1834|937|1|1|228|4|119.04|3.57|122.61|94.82|99.84|39.28|69.39|10.37|198.23
2452325|54634|703|1438|134361|6856|718|1|3|229|6|66.12|4.62|70.74|81.84|11.58|60.16|0.11|5.85|98.04
2452219|60503|1035|7288|121689|3690|291|1|3|229|1|1.60|0.08|1.68|97.84|15.55|0.84|0.50|0.26|113.47
2452338|55181|747|1438|83696|5079|1742|1|1|229|12|909.72|27.29|937.01|32.37|174.60|400.27|239.44|270.01|234.26
2452310|49647|297|9744|151011|2311|571|1|2|229|21|903.42|9.03|912.45|79.39|727.65|686.59|34.69|182.14|816.07
2451751|38138|211|2268|161918|1097|323|1|3|230|1|55.35|0.00|55.35|4.46|12.94|47.60|2.55|5.20|17.40
2451833|53815|1649|2268|141565|4345|3845|1|1|230|26|1820.78|109.24|1930.02|76.11|455.00|1056.05|688.25|76.48|640.35
2451024|30701|854|9768|61781|4212|1516|1|2|231|13|379.34|18.96|398.30|20.24|120.51|64.48|210.95|103.91|159.71
2451903|46572|728|2624|164827|6675|3603|1|3|232|49|1992.34|179.31|2171.65|83.89|1072.61|219.15|780.20|992.99|1335.81
2452122|51383|1347|6403|110054|152|650|1|1|233|13|468.39|18.73|487.12|99.65|511.03|206.09|62.95|199.35|629.41
2452539|40372|1435|3608|47857|1141|4312|1|3|235|14|211.12|10.55|221.67|13.77|691.32|166.78|26.60|17.74|715.64
2451259|55756|1678|3762|173380|758|3856|1|3|236|54|887.22|62.10|949.32|78.85|1563.30|754.13|90.50|42.59|1704.25
2451602|59156|448|8516|50698|264|3783|1|1|237|10|655.70|0.00|655.70|25.51|163.90|458.99|169.17|27.54|189.41
2452019|56869|351|9761|16918|745|4259|1|1|238|49|3325.14|33.25|3358.39|44.75|1134.35|1330.05|1675.87|319.22|1212.35
2452078|37816|1477|9761|164928|1246|564|1|1|238|13|73.19|4.39|77.58|93.79|229.58|61.47|10.66|1.06|327.76
2452030|33693|1005|9761|100904|4714|4564|1|2|238|12|1431.60|0.00|1431.60|58.41|149.04|1374.33|23.48|33.79|207.45
2451155|39204|1051|6394|111702|5131|4033|1|1|240|75|279.75|11.19|290.94|90.46|1725.00|170.64|12.00|97.11|1826.65
2451254|37626|523|6394|38885|359|2873|1|1|240|8|62.88|1.88|64.76|12.83|100.64|35.21|5.81|21.86|115.35
2451842|56739|1675|4202|34740|1871|1682|1|2|242|20|1087.40|76.11|1163.51|42.69|157.40|706.81|213.13|167.46|276.20
2451981|44266|608|7342|5585|1960|335|1|1|244|6|20.58|0.41|20.99|59.65|6.18|8.02|1.25|11.31|66.24
2451958|36484|44|7342|50924|1371|2945|1|1|244|1|55.66|5.00|60.66|71.12|0.71|45.64|0.60|9.42|76.83
2452735|32134|1218|9459|29205|2071|4177|1|1|245|71|686.57|20.59|707.16|50.78|272.64|466.86|54.92|164.79|344.01
2452676|51499|1701|2371|47746|6914|1009|1|1|245|4|0.00|0.00|0.00|39.71|125.44|0.00|0.00|0.00|165.15
2452321|44865|1441|315|149361|1161|4314|1|1|246|5|253.50|17.74|271.24|55.63|105.60|169.84|46.01|37.65|178.97
2451167|33614|508|3981|167969|4789|4849|1|1|247|2|128.00|2.56|130.56|7.68|131.56|46.08|31.12|50.80|141.80
2451973|47391|1771|1574|125505|5243|2454|1|1|248|1|71.79|3.58|75.37|33.81|43.37|14.35|17.23|40.21|80.76
2452586|40482|253|8951|59545|1673|3114|1|3|250|22|275.88|24.82|300.70|21.44|333.96|245.53|17.90|12.45|380.22
2452167|44648|285|8209|118580|5751|1875|1|2|251|58|1835.12|128.45|1963.57|71.12|56.26|972.61|25.87|836.64|255.83
2452114|36419|1711|1993|79649|3945|321|1|1|251|90|984.60|59.07|1043.67|19.99|2955.60|728.60|145.92|110.08|3034.66
2452121|58380|1083|2127|170862|904|2193|1|2|251|22|1224.52|36.73|1261.25|57.34|229.46|391.84|58.28|774.40|323.53
2452770|48641|49|3856|20666|725|2064|1|2|252|1|29.47|2.65|32.12|55.68|26.37|9.13|9.35|10.99|84.70
2451688|56265|290|5000|177658|4611|1844|1|3|253|1|83.36|7.50|90.86|19.60|18.73|55.01|5.67|22.68|45.83
2451546|31456|364|5000|154245|591|1577|1|3|253|24|1560.24|124.81|1685.05|91.93|268.08|1419.81|46.34|94.09|484.82
2451527|50813|199|5000|29684|7043|1962|1|2|253|12|392.76|35.34|428.10|59.73|112.20|15.71|64.09|312.96|207.27
2451685|55066|286|5000|85755|5801|2414|1|2|253|15|649.65|25.98|675.63|44.22|472.50|162.41|277.72|209.52|542.70
2450860|52162|554|381|106583|785|1587|1|2|255|6|120.72|1.20|121.92|45.65|60.36|94.16|17.52|9.04|107.21
2452596|46838|1681|5753|61342|5731|3920|1|1|258|13|1288.95|103.11|1392.06|33.06|530.66|502.69|558.24|228.02|666.83
2452567|34505|625|558|174625|2111|2790|1|3|258|46|107.64|4.30|111.94|60.54|402.50|5.38|92.03|10.23|467.34
2451707|31332|578|2340|24623|5673|116|1|3|259|35|1144.50|103.00|1247.50|58.73|85.40|537.91|127.38|479.21|247.13
2451835|49262|1250|5596|108302|6726|3943|1|2|259|14|1254.54|75.27|1329.81|59.52|470.40|577.08|426.79|250.67|605.19
2451730|42112|512|5596|2281|68|2055|1|1|259|36|195.84|9.79|205.63|33.51|241.92|117.50|36.81|41.53|285.22
2452439|34299|837|1218|85737|3566|4235|1|3|260|29|1983.31|99.16|2082.47|60.39|1034.72|1765.14|154.90|63.27|1194.27
2452370|42311|875|626|86650|2561|3305|1|3|260|40|631.20|50.49|681.69|73.43|175.60|56.80|379.10|195.30|299.52
2452359|42600|1701|105|143750|3023|4536|1|1|263|15|0.00|0.00|0.00|84.01|24.00|0.00|0.00|0.00|108.01
2452343|49488|1351|105|167448|2966|2211|1|1|263|21|1189.23|23.78|1213.01|59.33|974.82|380.55|339.64|469.04|1057.93
2452016|39329|1007|4471|156548|4363|4051|1|3|264|15|1452.90|43.58|1496.48|66.45|738.00|871.74|110.42|470.74|848.03
2452154|46418|613|7586|160266|1968|1750|1|2|265|13|1176.11|0.00|1176.11|23.03|350.35|70.56|829.16|276.39|373.38
2451713|53578|661|4666|104457|1543|3222|1|2|270|12|1031.88|61.91|1093.79|26.09|309.48|247.65|580.33|203.90|397.48
2451621|41377|1483|4666|113577|2053|96|1|1|270|33|707.85|21.23|729.08|54.42|996.60|445.94|170.24|91.67|1072.25
2450913|47623|1078|881|111277|6863|4809|1|2|271|78|3578.64|178.93|3757.57|25.95|183.30|322.07|3028.61|227.96|388.18
2450937|52582|1183|7555|135629|6136|3450|1|3|271|9|59.85|2.39|62.24|10.50|239.58|53.26|1.44|5.15|252.47
2452030|38172|890||1766||3253|1||273||761.94|30.47||24.17|||||
2452208|56699|1281|3608|71649|2970|1604|1|2|274|8|544.88|21.79|566.67|12.16|544.88|239.74|164.77|140.37|578.83
2451214|54738|386|2246|164254|2262|1223|1|2|275|38|594.70|47.57|642.27|78.71|2703.70|511.44|82.42|0.84|2829.98
2452183|51642|467|3965|45373|6518|3103|1|2|277|16|2.56|0.15|2.71|3.56|92.32|1.99|0.51|0.06|96.03
2452343|36162|673|3965|11611|931|378|1|2|277|68|4492.08|44.92|4537.00|86.39|962.20|943.33|70.97|3477.78|1093.51
2451613|36645|164|8327|57325|426|4607|1|3|278|33|1681.68|84.08|1765.76|92.05|1569.48|1059.45|348.44|273.79|1745.61
2451652|41657|1060|8327|66245|5872|1212|1|3|278|23|714.84|7.14|721.98|40.70|733.70|521.83|96.50|96.51|781.54
2451129|39999|476|153|149182|6158|2494|1|3|279|1|30.76|0.30|31.06|22.87|27.47|12.61|2.35|15.80|50.64
2451083|51050|1570|153|95401|5718|3555|1|3|279|50|3940.50|197.02|4137.52|66.52|1688.50|1300.36|1980.10|660.04|1952.04
2452100|54612|1643|927|68154|3697|1840|1|2|282|35|2358.30|0.00|2358.30|36.27|1094.80|2098.88|155.65|103.77|1131.07
2452159|47578|329|927|131663|4924|1992|1|3|282|38|733.40|0.00|733.40|35.13|570.38|616.05|39.89|77.46|605.51
2452084|58839|967|927|22070|5522|2781|1|3|282|21|238.14|19.05|257.19|73.72|714.42|152.40|74.59|11.15|807.19
2451636|56114|592|1887|54741|4404|1620|1|1|283|55|995.50|0.00|995.50|86.22|995.50|876.04|97.95|21.51|1081.72
2451600|60046|464|345|152718|6790|4502|1|1|285|26|225.16|6.75|231.91|98.17|51.74|155.36|54.44|15.36|156.66
2451425|35934|424|2550|67458|6745|512|1|1|286|67|7434.99|148.69|7583.68|1.00|854.25|2527.89|1913.76|2993.34|1003.94
2451438|40275|740|2550|176962|3754|3953|1|2|286|3|2.61|0.15|2.76|99.76|44.58|1.17|1.23|0.21|144.49
2451292|47601|433|8576|134616|5646|3203|1|2|287|36|1121.76|56.08|1177.84|40.26|60.84|527.22|326.99|267.55|157.18
||517||77192||917|1||288|||0.38|||51.06|5.67|0.48|0.23|
2452126|36867|1777|8902|9436|2417|1551|1|3|288|18|752.22|30.08|782.30|67.20|334.26|737.17|4.36|10.69|431.54
2451208|53154|734|9526|133231|1674|1750|1|1|289|49|1272.53|76.35|1348.88|24.34|2892.96|547.18|456.97|268.38|2993.65
2452364|41456|1423|2059|126982|6675|4321|1|2|290|16|524.00|10.48|534.48|80.42|324.80|497.80|1.31|24.89|415.70
2452354|40983|1139|2059|110107|416|165|1|3|290|3|209.34|10.46|219.80|33.56|121.35|23.02|39.12|147.20|165.37
2450876|55529|1648|4620|119129|5147|598|1|1|291|25|1741.50|52.24|1793.74|66.67|60.75|922.99|32.74|785.77|179.66
2451018|48500|715|4620|161987|5392|30|1|1|291|12|38.88|0.38|39.26|52.40|25.20|31.88|2.17|4.83|77.98
2450893|44694|1736|4620|152010|2021|4719|1|1|291|1|61.73|0.00|61.73|94.45|25.94|22.84|15.94|22.95|120.39
2451036|41634|1616|8594|160131|3828|4645|1|3|292|57|1047.09|73.29|1120.38|99.61|396.15|240.83|16.12|790.14|569.05
2452576|29545|1311|8512|140490|70|2770|1|2|295|19|1174.77|23.49|1198.26|27.78|595.08|176.21|708.97|289.59|646.35
2452587|39892|1231|8512|105943|5737|1084|1|1|295|92|385.48|0.00|385.48|51.45|285.20|169.61|92.82|123.05|336.65
2452688|55310|267|451|21633|2742|931|1|2|296|31|971.23|87.41|1058.64|94.24|340.38|835.25|50.31|85.67|522.03
2452563|50424|1693|8842|91414|7026|118|1|3|296|74|10486.54|0.00|10486.54|13.53|4922.48|9333.02|876.67|276.85|4936.01
2451583|32861|1447|5644|20006|4010|2341|1|1|297|37|1183.63|47.34|1230.97|71.98|466.20|923.23|57.28|203.12|585.52
2451446||172|5538|56908||||1|297|22||5.69|119.65|99.01|||||651.62
2451563|39906|116|5644|16350|4097|3324|1|3|297|8|6.48|0.12|6.60|71.72|87.44|5.83|0.33|0.32|159.28
2451578|34707|1174|8697|161634|6546|825|1|2|301|12|1679.28|50.37|1729.65|31.23|383.28|117.54|1015.13|546.61|464.88
2451534|46046|736|8697|154407|5868|4449|1|2|301|54|2911.68|116.46|3028.14|55.44|2329.56|611.45|1610.16|690.07|2501.46
2451470|42194|1154|9342|2615|528|3521|1|3|301|33|1455.96|29.11|1485.07|65.42|611.49|1324.92|127.10|3.94|706.02
2452089|52163|1765|8380|39698|5425|3399|1|1|304|86|4814.28|240.71|5054.99|33.75|427.42|3032.99|819.39|961.90|701.88
2452223|35783|1721|4379|74925|3703|1801|1|3|308|9|135.72|2.71|138.43|73.64|39.15|54.28|76.55|4.89|115.50
2452674|52420|828|3765|17714|5328|4389|1|2|310|49|1823.78|0.00|1823.78|24.22|126.91|145.90|620.81|1057.07|151.13
2451827|48361|296|4711|14762|2796|2270|1|2|311|18|39.78|3.58|43.36|69.29|14.04|8.75|1.86|29.17|86.91
2451919|45945|907|4711|16504|6578|3765|1|3|311|78|4161.30|332.90|4494.20|27.69|1978.08|3911.62|219.71|29.97|2338.67
2451117|43516|1472|234|41910|1153|3636|1|1|312|15|14.40|0.00|14.40|87.20|16.50|5.76|8.03|0.61|103.70
2451883|43343|779|5578|67921|4833|3665|1|3|314|16|103.68|8.29|111.97|96.94|233.44|2.07|82.30|19.31|338.67
2451952|51301|41|5578|78023|2550|4477|1|1|314|5|32.45|2.27|34.72|40.17|71.40|10.38|12.80|9.27|113.84
2451445|31164|1388|5958|72631|6116|1768|1|3|315|3|168.00|15.12|183.12|26.04|9.51|126.00|13.86|28.14|50.67
2451290|37394|586|5958|94187|6750|953|1|3|315|32|6.08|0.18|6.26|57.61|297.28|4.86|0.32|0.90|355.07
2452226|33548|841|9361|146135|5068|2234|1|3|316|17|802.23|8.02|810.25|52.61|905.76|280.78|281.58|239.87|966.39
2452164|40184|921|9361|61300|1266|2505|1|1|316|11|95.04|6.65|101.69|51.99|33.33|49.42|0.91|44.71|91.97
2452147|35057|1547|2477|121213|4473|220|1|2|318|28|8.40|0.25|8.65|26.96|11.48|7.39|0.34|0.67|38.69
2452727|55589|1245|9275|132252|5154|3183|1|2|320|3|72.99|4.37|77.36|62.80|26.79|54.01|2.65|16.33|93.96
2451998|41899|1259|8601|3696|4837|3731|1|1|322|22|663.74|39.82|703.56|36.99|567.16|292.04|52.03|319.67|643.97
2451969|34512|1309|8601|160172|4995|1938|1|3|322|73|1402.33|42.06|1444.39|13.21|196.37|1206.00|43.19|153.14|251.64
2452367|48720|451|3934|70488|6008|1361|1|3|324|70|2915.50|58.31|2973.81|68.42|1749.30|1311.97|641.41|962.12|1876.03
2452294|43849|699|3934|133516|318|3120|1|1|324|9|290.25|17.41|307.66|65.19|10.44|121.90|106.06|62.29|93.04
2451776|47770|611|1145|14736|7160|3991|1|1|325|65|330.20|29.71|359.91|3.94|267.15|89.15|142.21|98.84|300.80
2452241|29493|1037|8699|27363|1743|4883|1|3|326|14|21.42|1.92|23.34|57.38|2.24|19.06|1.03|1.33|61.54
2452674|48082|1104|7925|77813|3196|4932|1|3|327|23|303.37|12.13|315.50|28.93|29.90|136.51|20.02|146.84|70.96
2451322|48257|826|2758|10713|2301|3849|1|3|328|7|227.71|2.27|229.98|92.61|46.48|15.93|33.88|177.90|141.36
2451270|48075|721|1383|70197|6021|4445|1|1|328|51|1542.75|46.28|1589.03|52.44|431.97|1342.19|80.22|120.34|530.69
2451606|46167|656|746|6942|4577|3572|1|1|329|17|437.07|17.48|454.55|8.74|624.58|419.58|15.21|2.28|650.80
2451655|30934|1544|746|115625|6400|175|1|1|329|22|119.46|8.36|127.82|57.45|156.86|15.52|71.71|32.23|222.67
2450869|38486|1171|5762|134532|4601|2437|1|1|330|15|1670.85|100.25|1771.10|71.33|111.30|66.83|1042.61|561.41|282.88
2452354|37187|891|9293|17417||3401|1|3|332|47|685.73|||||240.00||133.72|680.39
2451099|48303|1069|4312|154802|6355|3661|1|2|333|4|25.84|1.55|27.39|48.43|60.32|25.06|0.36|0.42|110.30
2452154|51804|997|6672|178805|4994|2343|1|3|334|52|745.16|7.45|752.61|47.46|1253.72|670.64|61.10|13.42|1308.63
2452698|37597|259|2493|77386|1139|4659|1|3|335|6|37.62|3.38|41.00|23.19|11.22|30.47|7.00|0.15|37.79
2451972|51219|1247|6836|88487|6789|2331|1|1|336|71|4580.21|366.41|4946.62|62.76|1056.48|3251.94|225.80|1102.47|1485.65
2451031|43531|950|3864|60953|1642|3331|1|1|337|52|626.08|18.78|644.86|5.38|1127.36|319.30|227.01|79.77|1151.52
2451527|47125|244|4364|131671|2071|4358|1|3|338|6|533.58|16.00|549.58|32.34|145.50|245.44|17.28|270.86|193.84
2451505|56799|115|5992|32067|1746|3552|1|1|339|30|1035.30|51.76|1087.06|54.09|361.50|590.12|231.49|213.69|467.35
2451398|49156|601|5992|45240|5490|3260|1|2|339|10|277.10|22.16|299.26|30.86|84.70|121.92|7.75|147.43|137.72
2451666|36014|778|91|105788|6668|3468|1|2|341|16|2549.28|178.44|2727.72|16.89|1104.64|2064.91|14.53|469.84|1299.97
2451549|29361|554|5239|172139|1759|1819|1|1|341|52|545.48|0.00|545.48|36.40|900.12|436.38|64.36|44.74|936.52
2451571|33533|1400|91|40089|6526|1803|1|1|341|2|33.16|2.98|36.14|1.14|47.36|10.94|14.44|7.78|51.48
2451647|34135|418|91|3252|2443|1034|1|1|341|1|22.26|1.55|23.81|44.16|6.36|19.81|0.85|1.60|52.07
2451675|33593|692|91|84742|6106|997|1|3|341|11|71.50|5.72|77.22|72.32|32.34|61.49|2.20|7.81|110.38
2451947|55120|890|2041|120185|1552|166|1|3|342|19|1111.69|77.81|1189.50|88.12|663.48|122.28|890.46|98.95|829.41
2451620|29546|86|3030|130628|7026|664|1|2|343|10|57.20|2.28|59.48|46.86|114.50|45.76|0.91|10.53|163.64
2451357|37535|616|8579|81085|676|2067|1|1|344|11|63.14|2.52|65.66|81.08|20.13|30.93|4.83|27.38|103.73
2451233|32238|1096|6229|159182|3227|672|1|2|345|4|164.12|13.12|177.24|45.63|34.84|49.23|27.57|87.32|93.59
2451688|34939|440|6460|182322|1909|216|1|3|347|4|41.16|1.64|42.80|6.36|72.08|26.34|11.41|3.41|80.08
2451551|35682|1238|6460|99371|723|42|1|2|347|7|77.49|2.32|79.81|82.68|182.07|20.14|18.92|38.43|267.07
2451684|51595|995|1073|97086|6854|2429|1|1|348|10|85.30|5.11|90.41|78.85|39.10|61.41|8.83|15.06|123.06
2452605|53466|1428|3702|60544|3113|2195|1|3|350|5|17.40|1.56|18.96|28.71|0.00|2.43|14.82|0.15|30.27
2451103|35231|1645|6878|46931|4735|4819|1|3|351|1|100.05|2.00|102.05|65.05|54.57|41.02|49.58|9.45|121.62
2452143|32628|1013|1484|132068|3706|4617|1|2|352|87|1599.06|0.00|1599.06|68.31|1945.32|543.68|52.76|1002.62|2013.63
2452085|35306|235|4748|42336|211|4719|1|2|352|1|5.24|0.31|5.55|27.50|4.84|0.10|3.28|1.86|32.65
2452063|61044|797|1484|61081|1532|590|1|1|352|23|3486.11|313.74|3799.85|97.85|1394.49|2370.55|122.71|992.85|1806.08
2452061|46541|773|1484|178335|4892|896|1|1|352|65|919.75|18.39|938.14|38.22|1364.35|671.41|101.81|146.53|1420.96
2451060|31439|1423|9799|110754|1608|3782|1|3|353|61|4849.50|48.49|4897.99|90.39|1818.41|1745.82|744.88|2358.80|1957.29
2451101|31708|1318|1940|110419|1425|4544|1|1|354|15|452.40|36.19|488.59|10.12|765.75|398.11|10.85|43.44|812.06
2451080|29740|733|7299|98853|4994|528|1|1|354|5|85.75|0.00|85.75|34.81|10.70|50.59|25.66|9.50|45.51
2452435|44097|1117|6418|145589|2954|1119|1|1|357|4|133.88|0.00|133.88|24.68|110.08|54.89|36.33|42.66|134.76
2452459|53062|1443|6418|58036|3780|3837|1|1|357|13|424.19|8.48|432.67|29.54|381.68|258.75|6.61|158.83|419.70
