wr_returned_date_sk|wr_returned_time_sk|wr_item_sk|wr_refunded_customer_sk|wr_refunded_cdemo_sk|wr_refunded_hdemo_sk|wr_refunded_addr_sk|wr_returning_customer_sk|wr_returning_cdemo_sk|wr_returning_hdemo_sk|wr_returning_addr_sk|wr_web_page_sk|wr_reason_sk|wr_order_number|wr_return_quantity|wr_return_amt|wr_return_tax|wr_return_amt_inc_tax|wr_fee|wr_return_ship_cost|wr_refunded_cash|wr_reversed_charge|wr_account_credit|wr_net_loss
2452747|25956|1002|5151|32812|1466|1047|5151|32812|1466|1047|1|3|171|3|162.87|6.51|169.38|62.17|22.74|156.35|1.04|5.48|91.42
2452754|72303|27|6935|186160|1898|4603|6935|186160|1898|4603|6|1|171|3|147.36|13.26|160.62|77.17|51.12|113.46|1.01|32.89|141.55
2451682|70115|1001|9962|182648|4694|2860|9962|182648|4694|2860|5|1|172|81|2551.50|76.54|2628.04|12.67|2916.00|1581.93|639.91|329.66|3005.21
2451648|63656|1726|5759|52462|1565|4268|5759|52462|1565|4268|1|1|173|6|425.58|25.53|451.11|83.16|135.12|80.86|234.40|110.32|243.81
2451002|54157|28|4034|110874|481|3081|4034|110874|481|3081|2|3|174|51|4283.49|128.50|4411.99|73.81|1167.90|3812.30|61.25|409.94|1370.21
2452228|62704|145|8043|14047|1331|2822|8043|14047|1331|2822|1|2|177|24|339.36|13.57|352.93|42.93|130.56|207.00|6.61|125.75|187.06
2452291|65272|315|3842|118723|4131|99|3842|118723|4131|99|3|3|177|2|133.70|4.01|137.71|30.54|157.10|4.01|62.25|67.44|191.65
2451792|66043|1141|5589|98961|2333|2858|5589|98961|2333|2858|4|2|178|5|545.65|49.10|594.75|3.29|70.85|545.65|0.00|0.00|123.24
2451704|9804|553|1171|26259|2707|3228|1171|26259|2707|3228|4|3|178|22|559.24|39.14|598.38|42.04|50.82|229.28|36.29|293.67|132.00
2451733|61713|116|440|73774|1428|1322|440|73774|1428|1322|2|3|178|8|345.92|20.75|366.67|19.58|13.28|162.58|135.67|47.67|53.61
||718|1184|59940|6296||1184||6296|252||3|178||||167.84|||138.03|1.12||241.77
2451701|31980|392|9686|133566|326|4846|9686|133566|326|4846|2|2|178|29|3064.14|30.64|3094.78|84.04|1446.81|2481.95|29.10|553.09|1561.49
2452134|69448|1796|2551|128016|1481|2146|2551|128016|1481|2146|1|2|179|39|3687.06|73.74|3760.80|24.85|1010.10|884.89|1961.51|840.66|1108.69
2451998|74763|632|792|106962|3485|3055|792|106962|3485|3055|2|1|180|2|32.82|1.64|34.46|95.93|20.78|6.56|4.72|21.54|118.35
2451865|44976|1277|108|150805|1149|4246|108|150805|1149|4246|2|2|180|51|4394.16|175.76|4569.92|59.80|1028.16|790.94|1765.57|1837.65|1263.72
2452077|30553|1109|8036|32377|2285|1586|8036|32377|2285|1586|1|1|180|2|175.62|0.00|175.62|22.13|92.28|21.07|54.09|100.46|114.41
2451841|74636|1103|4191|77984|5890|2363|4191|77984|5890|2363|1|1|181|58|4315.78|0.00|4315.78|51.39|1100.84|2157.89|1898.94|258.95|1152.23
2451854|54484|1447|6887|113420|5186|959|6887|113420|5186|959|1|2|181|12|227.16|13.62|240.78|10.89|348.36|170.37|40.88|15.91|372.87
2452885|70359|589|840|14722|7084|4559|840|14722|7084|4559|1|2|182|15|112.95|10.16|123.11|49.07|53.85|96.00|0.67|16.28|113.08
2451007|31613|1180|7049|117896|296|2543|7049|117896|296|2543|1|2|183|16|228.48|20.56|249.04|8.49|45.60|226.19|1.85|0.44|74.65
2452411|29517|1633|1682|90756|6663|2530|1682|90756|6663|2530|1|1|184|37|3887.96|272.15|4160.11|55.40|157.62|622.07|1698.26|1567.63|485.17
2452337|80759|465|1613|15381|5389|877|1613|15381|5389|877|5|2|184|56|404.32|36.38|440.70|91.31|243.60|92.99|155.66|155.67|371.29
2452320||437|1282|157033|3744|1022||157033||||1|184|||69.55||||||19.33|
2452353|43649|791|8380|187228|3963|4931|8380|187228|3963|4931|5|1|184|45|2251.35|67.54|2318.89|90.62|2462.40|1418.35|799.68|33.32|2620.56
2452422|73729|1231|16|108449|1362|1082|16|108449|1362|1082|1|1|185|36|1175.40|11.75|1187.15|71.07|83.88|681.73|246.83|246.84|166.70
2452461|49889|887|9521|185298|2915|1059|9521|185298|2915|1059|1|1|185|16|249.92|2.49|252.41|68.56|78.88|192.43|1.72|55.77|149.93
2452351|59609|355|3472|79091|5477|1503|3472|79091|5477|1503|1|2|187|51|232.56|16.27|248.83|59.24|13.26|32.55|172.00|28.01|88.77
2452538|68572|385|161|175019|2404|949|161|175019|2404|949|1|3|187|15|1301.10|78.06|1379.16|83.50|1266.90|1053.89|37.08|210.13|1428.46
2452365|76186|709|189|49146|503|3613|189|49146|503|3613|5|1|187|43|428.71|30.00|458.71|73.13|974.81|261.51|115.36|51.84|1077.94
2452509|59303|205|9403|191048|1333|1145|9403|191048|1333|1145|5|1|188|24|70.32|6.32|76.64|42.65|5.04|6.32|38.40|25.60|54.01
2452528|50298|261|2376|121687|4471|942|2376|121687|4471|942|5|3|188|26|2777.06|27.77|2804.83|43.31|1208.74|583.18|1469.89|723.99|1279.82
2452440||901|9758||2243||9758|160184|||1||188|10||||11.84||19.26|||
2452671|67292|633|4337|9665|593|4321|4337|9665|593|4321|6|3|189|26|1139.84|22.79|1162.63|28.94|814.06|763.69|221.92|154.23|865.79
2451203|25851|1282|5988|60600|5819|3111|5988|60600|5819|3111|4|2|190|6|751.38|60.11|811.49|23.91|274.86|608.61|72.81|69.96|358.88
2452122|43309|1151|8642|43214|2506|838|8642|43214|2506|838|5|3|191|72|388.80|23.32|412.12|21.64|77.76|128.30|46.89|213.61|122.72
2451423|8162|974|8082|135886|3370|1414|8082|135886|3370|1414|4|2|192|4|83.52|0.83|84.35|35.22|17.56|63.47|16.24|3.81|53.61
2452131|23883|1343|7530|86199|628|1177|7530|86199|628|1177|5|1|193|41|77.08|6.16|83.24|36.27|29.93|0.00|70.91|6.17|72.36
|58993|1477|3274||||3274|114898||||1|193|24|673.68|26.94|700.62|33.58||586.10|44.66||
||554||154637|597|||154637|||5||193|||78.55||46.85||179.54|556.15|386.48|
2451935|48655|635|1124|77727|2843|4526|1124|77727|2843|4526|1|1|195|22|619.52|18.58|638.10|95.92|659.78|384.10|204.81|30.61|774.28
2451139|32833|1702|7944|186127|7143|3766|7944|186127|7143|3766|1|2|197|28|1052.80|0.00|1052.80|89.70|676.76|1021.21|8.84|22.75|766.46
2451232|29601|62|7031|106345|3259|1126|7031|106345|3259|1126|2|2|197|6|381.84|7.63|389.47|69.25|0.00|38.18|240.56|103.10|76.88
2451098|72639|1760|1849|118894|5939|1831|1849|118894|5939|1831|1|3|197|44|1012.88|50.64|1063.52|97.51|810.48|901.46|85.79|25.63|958.63
2451951|39898|200|829|187153|6950|3234|829|187153|6950|3234|5|2|199|11|63.58|0.00|63.58|68.00|241.67|13.98|43.64|5.96|309.67
2452184|44934|1175|5662|131742|2462|3862|5662|131742|2462|3862|1|1|199|7|37.24|1.48|38.72|88.49|11.90|33.88|0.13|3.23|101.87
2452876|67562|531|3945|94782|1779|1696|3945|94782|1779|1696|3|1|201|19|508.63|10.17|518.80|71.87|716.87|40.69|56.15|411.79|798.91
2452728|45330|120|1110|95453|723|2106|1110|95453|723|2106|3|1|201|27|166.86|10.01|176.87|83.29|578.07|66.74|44.05|56.07|671.37
||1224|||2358||4932|34485|||||201|44||||54.71|178.20||398.26|187.43|293.49
2452884|67328|1387|7061|45362|5638|4994|7061|45362|5638|4994|6|3|201|19|1414.17|42.42|1456.59|8.57|299.06|42.42|576.13|795.62|350.05
2452752|42879|697|1374|82693|1179|458|1374|82693|1179|458|3|3|202|5|75.55|0.00|75.55|15.69|40.00|61.19|12.49|1.87|55.69
2452743|68917|246|6897|31800|4783|2926|6897|31800|4783|2926|1|1|202|94|1074.42|53.72|1128.14|78.71|1342.32|526.46|547.96|0.00|1474.75
2452659|76923|1123|2974|113216|2818|3340|2974|113216|2818|3340|1|1|202|20|2013.00|0.00|2013.00|17.70|955.60|241.56|230.28|1541.16|973.30
2452255|75139|99|5383|434|158|2122|5383|434|158|2122|3|1|204|7|577.15|11.54|588.69|95.40|320.67|150.05|256.26|170.84|427.61
2452173|45807|1139|7479|64452|5265|758|7479|64452|5265|758|1|1|204|9|957.69|76.61|1034.30|16.00|661.68|402.22|399.93|155.54|754.29
2451549|47777|296|8877|95665|4100|888|8877|95665|4100|888|2|2|206|3|81.12|0.81|81.93|91.25|40.56|38.93|24.04|18.15|132.62
2452245|70976|39|785|111789|2495|1768|785|111789|2495|1768|1|1|207|25|123.50|3.70|127.20|53.13|1605.50|119.79|0.37|3.34|1662.33
2452441|54655|1473|144|47381|4745|1069|144|47381|4745|1069|3|3|207|43|694.45|27.77|722.22|51.53|1006.20|48.61|335.83|310.01|1085.50
2451044|68849|829|7847|151602|1917|4952|7847|151602|1917|4952|4|2|208|18|18.18|1.27|19.45|84.76|1.44|2.54|5.16|10.48|87.47
2452353|44752|1283|8862|62427|1592|2510|8862|62427|1592|2510|1|1|209|80|3636.00|145.44|3781.44|75.47|612.80|72.72|1282.78|2280.50|833.71
2452380|42456|741|6360|148175|4037|3499|6360|148175|4037|3499|1|2|209|22|184.36|0.00|184.36|58.99|36.74|46.09|30.41|107.86|95.73
2451084|25626|842|9166|58475|3337|3846|9166|58475|3337|3846|2|3|210|79|144.57|4.33|148.90|95.76|82.95|111.31|25.61|7.65|183.04
||760||54460|||||5660|||2|210|||||67.80||186.51|||
2451958|22508|1730|3934|32714|6661|2001|3934|32714|6661|2001|5|3|211|29|67.28|2.01|69.29|67.28|348.29|5.38|53.23|8.67|417.58
2452112|26030|146|2543|157806|6669|2732|2543|157806|6669|2732|2|2|211|9|294.57|5.89|300.46|4.99|216.00|132.55|43.74|118.28|226.88
2452084|39630|398|5238|13269|2420|2058|5238|13269|2420|2058|5|1|211|1|13.63|0.00|13.63|87.51|30.91|12.94|0.49|0.20|118.42
2451444|76420|562|8941|50827|2633|4279|8941|50827|2633|4279|2|1|212|12|831.72|49.90|881.62|97.23|254.88|83.17|142.22|606.33|402.01
2452577|15383|339|353|34962|1938|1154|353|34962|1938|1154|3|3|213|59|1184.72|0.00|1184.72|95.70|219.48|841.15|209.57|134.00|315.18
2451973|18527|578|4244|104619|801|1303|4244|104619|801|1303|5|1|216|11|243.65|17.05|260.70|12.10|266.53|2.43|84.42|156.80|295.68
2452363|27724|307|357|26071|5578|4612|357|26071|5578|4612|3|1|217|2|70.80|4.95|75.75|14.87|49.20|24.07|43.92|2.81|69.02
2452352|57673|1113|1941|102792|956|1640|1941|102792|956|1640|5|3|217|24|2190.72|43.81|2234.53|90.10|494.64|1204.89|857.67|128.16|628.55
2450996|34388|28|8422|57339|5616|1613|8422|57339|5616|1613|1|3|218|3|26.67|2.13|28.80|76.82|93.36|16.53|9.63|0.51|172.31
2451265|45993|1214|5325|104267|2729|1431|5325|104267|2729|1431|1|3|220|12|389.16|7.78|396.94|35.81|153.96|159.55|140.06|89.55|197.55
2451249|26080|490|3913|25756|672|4075|3913|25756|672|4075|4|3|221|35|477.40|38.19|515.59|9.10|2507.05|81.15|170.38|225.87|2554.34
2451125|81504|1123|2887|51070|2566|429|2887|51070|2566|429|1|2|221|16|1529.12|91.74|1620.86|49.87|24.16|1146.84|252.30|129.98|165.77
2451797|13099|155|6800|144871|2189|460|6800|144871|2189|460|5|1|224|69|5344.05|0.00|5344.05|62.96|3234.72|2725.46|314.23|2304.36|3297.68
2451890|46184|853|8980|82889|5998|3107|8980|82889|5998|3107|2|2|226|50|1671.00|133.68|1804.68|80.13|293.50|1253.25|20.88|396.87|507.31
2451930|77479|497|2685|141580|2762|177|2685|141580|2762|177|2|1|226|27|1584.63|79.23|1663.86|93.08|1966.95|1283.55|150.54|150.54|2139.26
2452818|49483|990|2900|78428|5876|4964|2900|78428|5876|4964|1|3|227|22|1033.56|62.01|1095.57|3.85|143.88|330.73|105.42|597.41|209.74
2452858|36189|765|6831|145603|535|987|6831|145603|535|987|6|3|227|26|330.72|6.61|337.33|60.83|223.34|66.14|52.91|211.67|290.78
2451341|29129|1228|888|25500|5919|2658|888|25500|5919|2658|1|2|228|8|1275.68|63.78|1339.46|60.35|31.04|574.05|210.48|491.15|155.17
2451694|51081|404|990|182392|5794|1996|990|182392|5794|1996|4|3|229|58|1287.60|64.38|1351.98|67.46|119.48|553.66|212.84|521.10|251.32
2451630|78366|541|1682|130574|4713|2852|1682|130574|4713|2852|1|2|229|8|6.16|0.55|6.71|88.80|22.24|5.11|0.49|0.56|111.59
2451670|66876|1681|7528|173885|6962|2232|7528|173885|6962|2232|4|3|230|33|0.00|0.00|0.00|61.33|275.88|0.00|0.00|0.00|337.21
2451943|44485|581|7896|63150|2484|578|7896|63150|2484|578|1|1|231|70|15633.80|0.00|15633.80|18.76|2779.00|2814.08|897.38|11922.34|2797.76
2452557|43479|1575|9034|169114|1114|3554|9034|169114|1114|3554|3|3|232|27|807.57|24.22|831.79|42.16|1130.49|428.01|299.85|79.71|1196.87
2452418|44013|381|6869|134975|4841|2227|6869|134975|4841|2227|3|3|232|20|140.40|8.42|148.82|63.78|0.00|105.30|5.61|29.49|72.20
2452805|40662|81|6376|33927|2838|2822|6376|33927|2838|2822|1|3|233|10|931.60|55.89|987.49|53.02|474.60|885.02|10.71|35.87|583.51
2452751|59838|768|843|139680|1364|2601|843|139680|1364|2601|1|2|233|30|877.20|17.54|894.74|43.44|350.70|728.07|90.96|58.17|411.68
2452346|34488|348|5027|111166|425|1124|5027|111166|425|1124|1|3|234|6|165.78|14.92|180.70|19.20|13.98|8.28|59.85|97.65|48.10
2452617||291|7889|87907|5492|1870|7889|87907|5492|1870||3|235|||56.28||18.64||268.93||192.52|425.32
2452495|26111|1579|997|91006|5095|2791|997|91006|5095|2791|3|3|235|17|3602.64|180.13|3782.77|57.81|701.76|432.31|1331.53|1838.80|939.70
2452518|61393|522|7998|169293|5195|3217|7998|169293|5195|3217|6|2|235|7|368.48|29.47|397.95|89.63|45.43|29.47|179.67|159.34|164.53
2452555|17434|1609|9701|67857|6680|456|9701|67857|6680|456|6|3|235|12|1095.12|10.95|1106.07|90.01|498.84|10.95|791.44|292.73|599.80
2452653|77774|564|9701|67857|6680|456|9701|67857|6680|456|1|2|235|35|530.25|21.21|551.46|21.69|1355.55|185.58|261.94|82.73|1398.45
2451332|41643|314|9130|8703|2563|1103|9130|8703|2563|1103|1|3|236|25|2090.75|125.44|2216.19|46.98|1275.75|1191.72|404.56|494.47|1448.17
2451387|37442|1784|4623|23638|1613|2108|4623|23638|1613|2108|2|2|237|77|3069.99|245.59|3315.58|13.11|1569.26|2333.19|670.48|66.32|1827.96
2451312|70505|1306|7084|15824|4437|4537|7084|15824|4437|4537|2|1|240|47|0.00|0.00|0.00|30.56|200.69|0.00|0.00|0.00|231.25
2451206|6147|1280|2128|105400|3232|4984|2128|105400|3232|4984|1|2|240|36|1270.08|25.40|1295.48|97.84|520.20|1143.07|12.70|114.31|643.44
2452805|74637|91|8075|153298|5721|4744|8075|153298|5721|4744|3|3|241|9|40.14|0.80|40.94|44.05|8.19|14.45|5.65|20.04|53.04
2452737|78271|931|9364|161645|5366|967|9364|161645|5366|967|3|2|241|12|42.12|2.10|44.22|69.12|139.20|1.26|33.50|7.36|210.42
2451409|18745|754|978|124599|220|4794|978|124599|220|4794|4|2|242|34|637.84|57.40|695.24|56.15|376.04|465.62|37.88|134.34|489.59
2452855|68983|913|6696|133039|2502|405|6696|133039|2502|405|6|1|243|12|79.08|3.16|82.24|8.28|20.16|72.75|5.25|1.08|31.60
2452782|64986|1341|9058|152993|3135|597|9058|152993|3135|597|6|2|244|29|205.61|10.28|215.89|19.37|537.08|43.17|102.33|60.11|566.73
2452084|77610|1681|4203|161084|6605|3559|4203|161084|6605|3559|2|2|245|20|101.40|6.08|107.48|23.16|13.40|8.11|66.23|27.06|42.64
2451909|55973|1169|3379|153289|3152|3015|3379|153289|3152|3015|2|3|245|14|341.18|10.23|351.41|40.25|194.32|129.64|122.69|88.85|244.80
2452378|77159|255|1849|15596|6416|2676|1849|15596|6416|2676|3|1|246|23|545.56|38.18|583.74|25.96|444.13|491.00|6.00|48.56|508.27
2452514|81457|1299|6826|79332|6431|3410|6826|79332|6431|3410|1|3|246|39|156.39|10.94|167.33|14.38|591.24|103.21|7.44|45.74|616.56
2452539|75612|1721|8198|34338|1998|3698|8198|34338|1998|3698|5|3|246|30|319.20|25.53|344.73|8.97|1500.30|57.45|164.90|96.85|1534.80
2451166|34280|1544|7782|74053|4037|1388|7782|74053|4037|1388|4|3|248|72|359.28|21.55|380.83|28.15|66.24|79.04|168.14|112.10|115.94
2451311|72038|976|4125|77733|2381|3709|4125|77733|2381|3709|2|3|248|15|704.10|14.08|718.18|88.76|124.65|154.90|32.95|516.25|227.49
2451384|84881|838|8523|185341|5072|2770|8523|185341|5072|2770|4|1|248|4|76.12|0.76|76.88|38.72|60.04|50.23|6.99|18.90|99.52
2451259|38117|781|8585|68796|5327|2851|8585|68796|5327|2851|2|2|248|20|384.80|23.08|407.88|38.50|136.80|384.80|0.00|0.00|198.38
2452312|78130|1163|9338|185196|||9338|185196|||||249|40||169.68||37.20|1101.60||29.08||1308.48
2452428|33575|607|1641|171047|726|3445|1641|171047|726|3445|5|3|249|33|1081.41|64.88|1146.29|25.77|864.93|562.33|352.97|166.11|955.58
2452451|29574|775|9669|71336|7050|2564|9669|71336|7050|2564|1|3|250|2|192.82|13.49|206.31|75.21|97.52|119.54|27.84|45.44|186.22
|30119|811||103683|4514||||4514||||253|61||120.10|12130.39|32.03||6245.35|922.39||
2452363|34736|1079|1610|103260|4157|2407|1610|103260|4157|2407|1|3|253|18|1590.84|127.26|1718.10|77.61|454.50|1002.22|47.08|541.54|659.37
2452454|33198|839|4561|131543|4765|4067|4561|131543|4765|4067|1|1|254|44|443.52|17.74|461.26|94.63|157.08|62.09|183.08|198.35|269.45
2452437|46179|445|7259|142606|6240|3954|7259|142606|6240|3954|5|1|254|17|345.95|17.29|363.24|7.90|499.63|335.57|4.87|5.51|524.82
2451454|48589|1634|4215|91106|2190|4401|4215|91106|2190|4401|1|1|256|16|728.80|29.15|757.95|38.91|364.32|699.64|14.28|14.88|432.38
2451360|65305|826|3570|151785|1920|1695|3570|151785|1920|1695|1|3|256|23|979.11|29.37|1008.48|84.66|489.44|293.73|514.03|171.35|603.47
2451186|25500|1363|8460|68987|1961|3888|8460|68987|1961|3888|4|1|257|2|123.42|3.70|127.12|75.93|25.24|22.21|67.81|33.40|104.87
2451398|43545|850|5493|149526|5352|3858|5493|149526|5352|3858|1|3|257|17|446.59|40.19|486.78|98.45|169.83|165.23|272.91|8.45|308.47
2451072|9045|769|2666|33241|4009|2657|2666|33241|4009|2657|4|1|258|67|4452.82|133.58|4586.40|75.23|3094.06|3651.31|216.40|585.11|3302.87
2451291|34667|1016|2893|37653|2046|1646|2893|37653|2046|1646|4|3|258|23|140.53|0.00|140.53|64.38|1209.80|94.15|37.56|8.82|1274.18
2452740|39951|405|8729|66749|6049|509|8729|66749|6049|509|1|1|260|2|88.20|4.41|92.61|36.08|6.52|65.26|6.65|16.29|47.01
||1102|||||619||3088||1|3|261|||2.13|44.79||45.36|0.42|21.54|20.70|
2451231|77039|1064|5401|82122|1930|3971|5401|82122|1930|3971|4|3|264|4|31.28|0.00|31.28|40.26|0.00|20.33|2.08|8.87|40.26
2452109|61300|1413|1783|27034|2925|4096|1783|27034|2925|4096|1|1|265|36|1223.28|36.69|1259.97|68.65|1048.68|978.62|242.21|2.45|1154.02
2451068|75944|1789|9314|162810|3666|1289|9314|162810|3666|1289|4|2|266|10|26.40|2.37|28.77|43.96|114.50|7.12|7.90|11.38|160.83
2451481|32564|766|2429|136471|3713|4155|2429|136471|3713|4155|2|2|267|4|163.76|4.91|168.67|59.72|170.32|1.63|24.31|137.82|234.95
2451411|29460|409|39|191577|60|3416|39|191577|60|3416|4|2|267|8|101.20|6.07|107.27|17.69|455.68|60.72|36.02|4.46|479.44
|30744|763|6563|10433||1559|6563||1096|1559|||268|1|||173.96|||95.18|64.11||52.90
2451414|41043|68|3498|173844|2670|4256|3498|173844|2670|4256|1|1|268|13|29.90|2.09|31.99|41.48|169.39|28.40|0.85|0.65|212.96
2451239|70222|1063|7857|68816|6895|3814|7857|68816|6895|3814|1|1|268|16|543.04|10.86|553.90|97.31|70.40|184.63|336.90|21.51|178.57
2451931|38296|727|4630|22036|6609|2622|4630|22036|6609|2622|2|3|270|44|247.28|19.78|267.06|35.54|216.48|84.07|53.85|109.36|271.80
2452418|5544|1695|1022|26024|2226|2228|1022|26024|2226|2228|5|3|272|14|1666.56|116.65|1783.21|39.23|508.34|166.65|134.99|1364.92|664.22
2452129|37446|1430|6093|182802|2871|4260|6093|182802|2871|4260|2|2|273|28|1040.20|83.21|1123.41|85.20|824.32|738.54|283.56|18.10|992.73
2451981|73045|797|9704|117783|4709|1788|9704|117783|4709|1788|2|3|273|24|1358.16|27.16|1385.32|33.78|126.00|1154.43|146.68|57.05|186.94
2451899|78484|422|8134|179297|4220|910|8134|179297|4220|910|2|2|273|15|2341.50|93.66|2435.16|27.90|925.65|1990.27|168.59|182.64|1047.21
2452090|56585|1519|859|177363|2587|2804|859|177363|2587|2804|5|2|274|47|0.00|0.00|0.00|5.33|26.79|0.00|0.00|0.00|32.12
2452407|60376|439|5583|51530|2757|97|5583|51530|2757|97|6|2|275|37|3098.75|154.93|3253.68|38.36|880.60|2664.92|117.13|316.70|1073.89
2452313|20910|846|8411|153200|5349|665|8411|153200|5349|665|3|2|275|63|420.84|29.45|450.29|3.58|280.35|92.58|249.47|78.79|313.38
2451260|61109|784|4075|117941|2378|4448|4075|117941|2378|4448|1|3|278|14|71.82|5.74|77.56|86.92|56.70|15.08|0.56|56.18|149.36
2451102|61750|1414|6317|151750|1296|3609|6317|151750|1296|3609|2|2|278|26|1466.40|73.32|1539.72|55.51|314.08|337.27|304.86|824.27|442.91
2451266|63380|1738|7962|181127|1205|3650|7962|181127|1205|3650|1|1|280|56|10470.88|209.41|10680.29|48.94|3489.92|9737.91|381.14|351.83|3748.27
2451366|34294|961|4921|162529|5144|2079|4921|162529|5144|2079|4|3|282|37|301.55|12.06|313.61|46.77|35.15|117.60|136.12|47.83|93.98
||1417||132086||||132086|6861||1||284||31.86|||92.16||15.93|7.32||206.01
2451151|79488|332|4713|130039|518|4844|4713|130039|518|4844|1|1|284|22|797.28|63.78|861.06|82.84|474.54|733.49|59.32|4.47|621.16
2451138|56104|494|7626|148388|2447|2146|7626|148388|2447|2146|2|2|285|4|131.32|9.19|140.51|25.11|25.88|17.07|90.25|24.00|60.18
2451265|59956|434|257|45603|6949|1295|257|45603|6949|1295|1|3|285|50|815.00|8.15|823.15|56.64|452.50|431.95|172.37|210.68|517.29
2451136|36055|1294|7567|171674|4148|4815|7567|171674|4148|4815|4|3|285|35|3113.60|93.40|3207.00|5.65|1638.70|2210.65|478.56|424.39|1737.75
2451234|30576|553|6270|34097|757|4177|6270|34097|757|4177|2|3|286|12|402.12|32.16|434.28|10.20|201.00|325.71|22.15|54.26|243.36
2451145|38044|116|8310|85264|3625|1306|8310|85264|3625|1306|1|1|286|3|237.15|11.85|249.00|87.99|42.06|0.00|199.20|37.95|141.90
2451365|27910|1016|634|134988|1237|4486|634|134988|1237|4486|2|3|287|3|96.36|7.70|104.06|18.10|67.11|9.63|38.16|48.57|92.91
2451508|67854|196|5712|162904|3729|4714|5712|162904|3729|4714|1|2|287|16|736.32|22.08|758.40|55.95|22.24|257.71|239.30|239.31|100.27
2452106|47771|55|5789|118389|2989|3789|5789|118389|2989|3789|1|3|289|3|26.07|2.34|28.41|84.75|16.08|19.55|4.75|1.77|103.17
2452103|49782|1593|5370|89271|3732|513|5370|89271|3732|513|3|1|289|79|1393.56|27.87|1421.43|82.50|616.20|278.71|111.48|1003.37|726.57
2452095|14935|121|8870|80370|3197|3337|8870|80370|3197|3337|1|3|290|11|658.57|6.58|665.15|50.81|11.66|0.00|507.09|151.48|69.05
2451740|74839|19|||||6767||3439|2775||1|292|||11.28|||47.52|400.46|||
2452780|72837|223|5141|141891|2368|405|5141|141891|2368|405|3|1|295|41|0.00|0.00|0.00|23.57|1036.48|0.00|0.00|0.00|1060.05
2452893||1098|8764||||8764|100354|5497|||3|295|36||33.02|1133.90|92.68|||374.51|87.86|
|70776|1788|6802|119790|891||6802|119790|891|359|3|3|296|7||2.46||6.28|158.27|7.99|18.73||167.01
2452659|73254|73|10000|53852|1624|1083|10000|53852|1624|1083|3|3|296|68|6592.60|65.92|6658.52|8.59|2739.72|6197.04|383.69|11.87|2814.23
2452203|43306|1097|1731|2754|257|4073|1731|2754|257|4073|2|1|297|27|3082.32|0.00|3082.32|5.90|932.85|1571.98|740.06|770.28|938.75
2451666|28628|271|9452|136004|4476|1588|9452|136004|4476|1588|4|3|300|55|579.15|11.58|590.73|76.01|342.10|492.27|79.92|6.96|429.69
2451617|50568|643|3231|82678|6365|4932|3231|82678|6365|4932|4|1|300|21|1337.07|13.37|1350.44|15.54|976.29|989.43|90.38|257.26|1005.20
2451263|60893|1720|3516|180148|4620|1572|3516|180148|4620|1572|1|3|301|42|3694.74|0.00|3694.74|3.91|953.40|3473.05|157.39|64.30|957.31
2451182|71068|1322|8621|24771|4888|398|8621|24771|4888|398|1|1|301|26|569.14|0.00|569.14|79.34|316.16|392.70|24.70|151.74|395.50
2451225|69938|1435|2658|120544|3343|3462|2658|120544|3343|3462|1|3|301|39|4780.23|191.20|4971.43|58.22|3325.14|430.22|957.00|3393.01|3574.56
2451284|76610|331|8882|110456|2797|1531|8882|110456|2797|1531|1|1|303|45|3829.95|306.39|4136.34|28.34|1074.15|574.49|2213.71|1041.75|1408.88
2451397|70493|475|3871|113307|470|1946|3871|113307|470|1946|4|3|305|18|119.88|1.19|121.07|83.90|36.90|45.55|62.43|11.90|121.99
2451925|21526|589|601|116007|740|2386|601|116007|740|2386|1|2|306|2|7.90|0.47|8.37|97.74|10.54|0.15|6.58|1.17|108.75
2452045|51216|350|2099|155528|6797|193|2099|155528|6797|193|5|2|306|12|1006.68|80.53|1087.21|66.91|246.48|241.60|443.74|321.34|393.92
2451934|42828|391|5683|183014|5432|730|5683|183014|5432|730|2|2|307|13|107.38|9.66|117.04|83.80|102.31|16.10|20.99|70.29|195.77
2452893|74574|1789|6056|21574|4532|970|6056|21574|4532|970|3|1|309|30|4894.20|195.76|5089.96|98.38|428.10|2789.69|1851.96|252.55|722.24
2452398|68909|489|74|133445|1423|2921|74|133445|1423|2921|1|2|312|19|554.61|49.91|604.52|94.23|20.90|543.51|10.32|0.78|165.04
